run_id,kit_name,kit_version,exp_cells,path
H2030,multiome,v1,3000,/data/nanopore/2021/NP18_PROM0102_Gao_Kieser_nu_H2030_12012021/20211202_0228_2-E9-H9_PAI19630_2bbb4022/fastq_pass/
